im_name,gil_format_name,fold,id,None score
HE_D34_v3_b3_070.jpg,HE_D34_v3_b3_70,3,1007,1
HE_D34_v3_b3_076.jpg,HE_D34_v3_b3_76,5,1013,1
HE_D34_v3_b3_085.jpg,HE_D34_v3_b3_85,3,1022,1
HE_D34_v3_b3_091.jpg,HE_D34_v3_b3_91,4,1028,1
HE_D34_v3_b3_092.jpg,HE_D34_v3_b3_92,6,1029,1
HE_D34_v3_b3_099.jpg,HE_D34_v3_b3_99,1,1036,1
HE_D34_v3_b3_102.jpg,HE_D34_v3_b3_102,6,1039,1
HE_D34_v3_b3_117.jpg,HE_D34_v3_b3_117,4,1054,3
HE_D34_v3_s1_006.jpg,HE_D34_v3_s1_007_r1c7,6,943,1
HE_D34_v3_s1_007.jpg,HE_D34_v3_s1_008_r1c8,1,944,1
HE_D34_v3_s1_013.jpg,HE_D34_v3_s1_014_r2c11,2,950,1
HE_D34_v3_s1_014.jpg,HE_D34_v3_s1_015_r2c10,2,951,1
HE_D34_v3_s1_035.jpg,HE_D34_v3_s1_036_r3c12,1,972,1
HE_D34_v3_s1_068.jpg,HE_D34_v3_s1_069_r6c4,5,1005,1
HE_D34_v3_s1_083.jpg,HE_D34_v3_s1_084_r7c12,4,1020,2
HE_D34_v3_s1_097.jpg,HE_D34_v3_s1_098_r9c2,5,1034,1
HE_D34_v3_s1_107.jpg,HE_D34_v3_s1_108_r9c12,1,1044,1
HE_D34_v3_s1_110.jpg,HE_D34_v3_s1_111_r10c10,5,1047,3
HE_D34_v3_s1_119.jpg,HE_D34_v3_s1_120_r10c1,2,1056,1
HE_D34_v3_s1_122.jpg,HE_D34_v3_s1_123_r11c3,5,1059,1
HE_E12_v3_b3_003.jpg,HE_E12_v3_b3_3,3,1072,1
HE_E12_v3_b3_008.jpg,HE_E12_v3_b3_8,1,1077,1
HE_E12_v3_b3_019.jpg,HE_E12_v3_b3_19,3,1088,1
HE_E12_v3_b3_020.jpg,HE_E12_v3_b3_20,3,1089,1
HE_E12_v3_b3_024.jpg,HE_E12_v3_b3_24,4,1093,1
HE_E12_v3_b3_029.jpg,HE_E12_v3_b3_29,6,1098,1
HE_E12_v3_b3_033.jpg,HE_E12_v3_b3_33,3,1102,1
HE_E12_v3_b3_043.jpg,HE_E12_v3_b3_43,5,1112,1
HE_E12_v3_b3_046.jpg,HE_E12_v3_b3_46,4,1115,1
HE_E12_v3_b3_047.jpg,HE_E12_v3_b3_47,6,1116,1
HE_E12_v3_b3_059.jpg,HE_E12_v3_b3_59,2,1128,1
HE_E12_v3_b3_070.jpg,HE_E12_v3_b3_70,6,1139,1
HE_E12_v3_b3_081.jpg,HE_E12_v3_b3_81,3,1150,1
HE_E12_v3_b3_088.jpg,HE_E12_v3_b3_88,2,1157,1
HE_E12_v3_b3_089.jpg,HE_E12_v3_b3_89,6,1158,1
HE_E12_v3_b3_099.jpg,HE_E12_v3_b3_99,6,1168,2
HE_E12_v3_b3_101.jpg,HE_E12_v3_b3_101,5,1170,1
HE_E12_v3_b3_102.jpg,HE_E12_v3_b3_102,4,1171,1
HE_E12_v3_b3_111.jpg,HE_E12_v3_b3_111,2,1180,1
HE_E12_v3_b3_112.jpg,HE_E12_v3_b3_112,3,1181,2
HE_E12_v3_b3_113.jpg,HE_E12_v3_b3_113,6,1182,1
HE_E12_v3_b3_117.jpg,HE_E12_v3_b3_117,3,1186,1
HE_E12_v3_b3_118.jpg,HE_E12_v3_b3_118,5,1187,1
HE_E12_v3_b3_133.jpg,HE_E12_v3_b3_133,2,1202,1
HE_E12_v3_b3_137.jpg,HE_E12_v3_b3_137,4,1206,3
HE_E12_v3_b3_138.jpg,HE_E12_v3_b3_138,6,1207,1
HE_E12_v3_b3_142.jpg,HE_E12_v3_b3_142,3,1211,1
HE_E12_v3_b3_145.jpg,HE_E12_v3_b3_145,4,1214,1
HE_E12_v3_b3_149.jpg,HE_E12_v3_b3_149,6,1218,1
HE_E12_v3_b3_153.jpg,HE_E12_v3_b3_153,4,1222,1
HE_E12_v3_b3_155.jpg,HE_E12_v3_b3_155,4,1224,2
HE_E12_v3_b3_166.jpg,HE_E12_v3_b3_166,5,1235,1
HE_E12_v3_s1_023.jpg,HE_E12_v3_s1_024_r2c1,4,1092,1
HE_E12_v3_s1_047.jpg,HE_E12_v3_s1_048_r4c1,6,1116,1
HE_E12_v3_s1_110.jpg,HE_E12_v3_s1_111_r10c10,5,1179,1
HE_E12_v3_s1_153.jpg,HE_E12_v3_s1_154_r13c10,4,1222,3
HE_E12_v3_s1_164.jpg,HE_E12_v3_s1_165_r14c4,1,1233,1
HE_E34_v3_b3_001.jpg,HE_E34_v3_b3_1,2,1238,1
HE_E34_v3_b3_003.jpg,HE_E34_v3_b3_3,4,1240,1
HE_E34_v3_b3_004.jpg,HE_E34_v3_b3_4,5,1241,1
HE_E34_v3_b3_005.jpg,HE_E34_v3_b3_5,3,1242,1
HE_E34_v3_b3_006.jpg,HE_E34_v3_b3_6,2,1243,1
HE_E34_v3_b3_007.jpg,HE_E34_v3_b3_7,5,1244,1
HE_E34_v3_b3_016.jpg,HE_E34_v3_b3_16,5,1253,2
HE_E34_v3_b3_019.jpg,HE_E34_v3_b3_19,5,1256,1
HE_E34_v3_b3_037.jpg,HE_E34_v3_b3_37,5,1274,1
HE_E34_v3_b3_043.jpg,HE_E34_v3_b3_43,3,1280,1
HE_E34_v3_b3_057.jpg,HE_E34_v3_b3_57,5,1294,1
HE_E34_v3_b3_063.jpg,HE_E34_v3_b3_63,1,1300,1
HE_E34_v3_b3_072.jpg,HE_E34_v3_b3_72,5,1309,1
HE_E34_v3_b3_085.jpg,HE_E34_v3_b3_85,4,1322,1
HE_E34_v3_b3_086.jpg,HE_E34_v3_b3_86,4,1323,1
HE_E34_v3_b3_089.jpg,HE_E34_v3_b3_89,1,1326,1
HE_E34_v3_b3_091.jpg,HE_E34_v3_b3_91,1,1328,1
HE_E34_v3_b3_094.jpg,HE_E34_v3_b3_94,1,1331,1
HE_E34_v3_b3_097.jpg,HE_E34_v3_b3_97,5,1334,1
HE_E34_v3_b3_122.jpg,HE_E34_v3_b3_122,5,1359,1
HE_E34_v3_b3_126.jpg,HE_E34_v3_b3_126,1,1363,1
HE_E34_v3_b3_127.jpg,HE_E34_v3_b3_127,5,1364,1
HE_E34_v3_b3_128.jpg,HE_E34_v3_b3_128,3,1365,1
HE_E34_v3_b3_134.jpg,HE_E34_v3_b3_134,5,1371,1
HE_E34_v3_s1_011.jpg,HE_E34_v3_s1_012_r1c12,1,1248,1
HE_E34_v3_s1_019.jpg,HE_E34_v3_s1_020_r2c5,5,1256,1
HE_E34_v3_s1_020.jpg,HE_E34_v3_s1_021_r2c4,1,1257,3
HE_E34_v3_s1_023.jpg,HE_E34_v3_s1_024_r2c1,3,1260,1
HE_E34_v3_s1_024.jpg,HE_E34_v3_s1_025_r3c1,5,1261,1
HE_E34_v3_s1_052.jpg,HE_E34_v3_s1_053_r5c5,6,1289,1
HE_E34_v3_s1_058.jpg,HE_E34_v3_s1_059_r5c11,6,1295,1
HE_E34_v3_s1_085.jpg,HE_E34_v3_s1_086_r8c11,4,1322,2
HE_E34_v3_s1_104.jpg,HE_E34_v3_s1_105_r9c9,4,1341,1
HE_E34_v3_s1_120.jpg,HE_E34_v3_s1_121_r11c1,6,1357,3
HE_E34_v3_s1_123.jpg,HE_E34_v3_s1_124_r11c4,4,1360,1
HE_E34_v3_s1_131.jpg,HE_E34_v3_s1_132_r11c12,6,1368,1
HE_E34_v3_s1_134.jpg,HE_E34_v3_s1_135_r12c10,5,1371,2
HE_F12_v3_b3_003.jpg,HE_F12_v3_b3_3,1,1384,1
HE_F12_v3_b3_015.jpg,HE_F12_v3_b3_15,2,1396,1
HE_F12_v3_b3_017.jpg,HE_F12_v3_b3_17,2,1398,2
HE_F12_v3_b3_026.jpg,HE_F12_v3_b3_26,4,1407,2
HE_F12_v3_b3_031.jpg,HE_F12_v3_b3_31,1,1412,1
HE_F12_v3_b3_041.jpg,HE_F12_v3_b3_41,6,1422,1
HE_F12_v3_b3_053.jpg,HE_F12_v3_b3_53,3,1434,1
HE_F12_v3_b3_054.jpg,HE_F12_v3_b3_54,5,1435,1
HE_F12_v3_b3_056.jpg,HE_F12_v3_b3_56,6,1437,1
HE_F12_v3_b3_059.jpg,HE_F12_v3_b3_59,1,1440,3
HE_F12_v3_b3_069.jpg,HE_F12_v3_b3_69,4,1450,1
HE_F12_v3_b3_080.jpg,HE_F12_v3_b3_80,6,1461,1
HE_F12_v3_b3_092.jpg,HE_F12_v3_b3_92,6,1473,1
HE_F12_v3_b3_096.jpg,HE_F12_v3_b3_96,2,1477,3
HE_F12_v3_b3_099.jpg,HE_F12_v3_b3_99,3,1480,1
HE_F12_v3_b3_101.jpg,HE_F12_v3_b3_101,6,1482,1
HE_F12_v3_b3_112.jpg,HE_F12_v3_b3_112,5,1493,1
HE_F12_v3_b3_114.jpg,HE_F12_v3_b3_114,3,1495,1
HE_F12_v3_b3_116.jpg,HE_F12_v3_b3_116,6,1497,2
HE_F12_v3_b3_117.jpg,HE_F12_v3_b3_117,3,1498,1
HE_F12_v3_b3_124.jpg,HE_F12_v3_b3_124,1,1505,1
HE_F12_v3_b3_128.jpg,HE_F12_v3_b3_128,2,1509,1
HE_F12_v3_b3_129.jpg,HE_F12_v3_b3_129,2,1510,2
HE_F12_v3_b3_130.jpg,HE_F12_v3_b3_130,4,1511,1
HE_F12_v3_b3_132.jpg,HE_F12_v3_b3_132,2,1513,1
HE_F12_v3_b3_133.jpg,HE_F12_v3_b3_133,3,1514,1
HE_F12_v3_b3_135.jpg,HE_F12_v3_b3_135,2,1516,1
HE_F12_v3_b3_151.jpg,HE_F12_v3_b3_151,1,1532,1
HE_F12_v3_b3_153.jpg,HE_F12_v3_b3_153,4,1534,1
HE_F12_v3_b3_161.jpg,HE_F12_v3_b3_161,6,1542,1
HE_F12_v3_s1_001.jpg,HE_F12_v3_s1_002_r1c2,4,1382,3
HE_F12_v3_s1_003.jpg,HE_F12_v3_s1_004_r1c4,1,1384,3
HE_F12_v3_s1_011.jpg,HE_F12_v3_s1_012_r1c12,5,1392,1
HE_F12_v3_s1_031.jpg,HE_F12_v3_s1_032_r3c8,1,1412,1
HE_F12_v3_s1_059.jpg,HE_F12_v3_s1_060_r5c12,1,1440,2
HE_F12_v3_s1_065.jpg,HE_F12_v3_s1_066_r6c7,4,1446,1
HE_F12_v3_s1_121.jpg,HE_F12_v3_s1_122_r11c2,5,1502,2
HE_F12_v3_s1_133.jpg,HE_F12_v3_s1_134_r12c11,3,1514,1
HE_F12_v3_s1_151.jpg,HE_F12_v3_s1_152_r13c8,1,1532,1
HE_F12_v3_s1_156.jpg,HE_F12_v3_s1_157_r14c12,4,1537,2
HE_F34_v3_b3_002.jpg,HE_F34_v3_b3_2,5,1551,1
HE_F34_v3_b3_005.jpg,HE_F34_v3_b3_5,5,1554,3
HE_F34_v3_b3_010.jpg,HE_F34_v3_b3_10,2,1559,1
HE_F34_v3_b3_022.jpg,HE_F34_v3_b3_22,5,1571,1
HE_F34_v3_b3_043.jpg,HE_F34_v3_b3_43,3,1592,1
HE_F34_v3_b3_060.jpg,HE_F34_v3_b3_60,4,1609,1
HE_F34_v3_b3_065.jpg,HE_F34_v3_b3_65,6,1614,1
HE_F34_v3_b3_087.jpg,HE_F34_v3_b3_87,5,1636,3
HE_F34_v3_b3_096.jpg,HE_F34_v3_b3_96,6,1645,1
HE_F34_v3_b3_098.jpg,HE_F34_v3_b3_98,5,1647,1
HE_F34_v3_b3_101.jpg,HE_F34_v3_b3_101,5,1650,1
HE_F34_v3_b3_112.jpg,HE_F34_v3_b3_112,6,1661,1
HE_F34_v3_s1_004.jpg,HE_F34_v3_s1_005_r1c5,2,1553,1
HE_F34_v3_s1_007.jpg,HE_F34_v3_s1_008_r1c8,1,1556,1
HE_F34_v3_s1_013.jpg,HE_F34_v3_s1_014_r2c11,6,1562,3
HE_F34_v3_s1_018.jpg,HE_F34_v3_s1_019_r2c6,1,1567,1
HE_F34_v3_s1_043.jpg,HE_F34_v3_s1_044_r4c5,3,1592,2
HE_F34_v3_s1_064.jpg,HE_F34_v3_s1_065_r6c8,5,1613,3
HE_F34_v3_s1_105.jpg,HE_F34_v3_s1_106_r9c10,2,1654,3
HE_F34_v3_s1_122.jpg,HE_F34_v3_s1_123_r11c3,5,1671,1
HE_G12_v3_b3_008.jpg,HE_G12_v3_b3_8,4,1689,1
HE_G12_v3_b3_021.jpg,HE_G12_v3_b3_21,5,1702,3
HE_G12_v3_b3_022.jpg,HE_G12_v3_b3_22,2,1703,1
HE_G12_v3_b3_023.jpg,HE_G12_v3_b3_23,6,1704,1
HE_G12_v3_b3_024.jpg,HE_G12_v3_b3_24,6,1705,1
HE_G12_v3_b3_030.jpg,HE_G12_v3_b3_30,1,1711,1
HE_G12_v3_b3_033.jpg,HE_G12_v3_b3_33,6,1714,2
HE_G12_v3_b3_103.jpg,HE_G12_v3_b3_103,4,1784,3
HE_G12_v3_b3_117.jpg,HE_G12_v3_b3_117,6,1798,1
HE_G12_v3_b3_122.jpg,HE_G12_v3_b3_122,5,1803,3
HE_G12_v3_b3_124.jpg,HE_G12_v3_b3_124,1,1805,2
HE_G12_v3_b3_125.jpg,HE_G12_v3_b3_125,1,1806,1
HE_G12_v3_b3_139.jpg,HE_G12_v3_b3_139,2,1820,3
HE_G12_v3_b3_146.jpg,HE_G12_v3_b3_146,5,1827,1
HE_G12_v3_b3_147.jpg,HE_G12_v3_b3_147,1,1828,1
HE_G12_v3_b3_154.jpg,HE_G12_v3_b3_154,6,1835,2
HE_G12_v3_b3_161.jpg,HE_G12_v3_b3_161,5,1842,1
HE_G12_v3_s1_004.jpg,HE_G12_v3_s1_005_r1c5,6,1685,1
HE_G12_v3_s1_006.jpg,HE_G12_v3_s1_007_r1c7,6,1687,3
HE_G12_v3_s1_016.jpg,HE_G12_v3_s1_017_r2c8,5,1697,3
HE_G12_v3_s1_020.jpg,HE_G12_v3_s1_021_r2c4,2,1701,2
HE_G12_v3_s1_143.jpg,HE_G12_v3_s1_144_r12c1,2,1824,2
HE_G12_v3_s1_145.jpg,HE_G12_v3_s1_146_r13c2,3,1826,1
HE_G34_v3_b3_062.jpg,HE_G34_v3_b3_62,2,1911,1
HE_G34_v3_b3_075.jpg,HE_G34_v3_b3_75,2,1924,3
HE_G34_v3_b3_090.jpg,HE_G34_v3_b3_90,4,1939,3
HE_G34_v3_b3_109.jpg,HE_G34_v3_b3_109,5,1958,1
HE_G34_v3_s1_011.jpg,HE_G34_v3_s1_012_r1c12,3,1860,1
HE_G34_v3_s1_062.jpg,HE_G34_v3_s1_063_r6c10,2,1911,1
HE_G34_v3_s1_087.jpg,HE_G34_v3_s1_088_r8c9,2,1936,3
HE_H12_v3_b3_008.jpg,HE_H12_v3_b3_8,1,2001,2
HE_H12_v3_b3_017.jpg,HE_H12_v3_b3_17,1,2010,1
HE_H12_v3_b3_019.jpg,HE_H12_v3_b3_19,3,2012,1
HE_H12_v3_b3_025.jpg,HE_H12_v3_b3_25,2,2018,1
HE_H12_v3_b3_093.jpg,HE_H12_v3_b3_93,3,2086,3
HE_H12_v3_b3_103.jpg,HE_H12_v3_b3_103,4,2096,3
HE_H12_v3_s1_145.jpg,HE_H12_v3_s1_146_r13c2,4,2138,2
HE_H34_v3_b3_012.jpg,HE_H34_v3_b3_12,3,2173,1
HE_H34_v3_b3_040.jpg,HE_H34_v3_b3_40,1,2201,1
HE_H34_v3_b3_093.jpg,HE_H34_v3_b3_93,3,2254,2
HE_H34_v3_s1_033.jpg,HE_H34_v3_s1_034_r3c10,6,2194,3
HE_H34_v3_s1_120.jpg,HE_H34_v3_s1_121_r11c1,5,2281,1
HE_I12_v2_s12_135.jpg,HE_I12_v2_s12_136_r12c9,6,2440,3
HE_I12_v3_b3_007.jpg,HE_I12_v3_b3_7,1,2312,2
HE_I12_v3_b3_010.jpg,HE_I12_v3_b3_10,5,2315,2
HE_I12_v3_b3_013.jpg,HE_I12_v3_b3_13,4,2318,1
HE_I12_v3_b3_020.jpg,HE_I12_v3_b3_20,5,2325,1
HE_I12_v3_b3_025.jpg,HE_I12_v3_b3_25,6,2330,1
HE_I12_v3_b3_026.jpg,HE_I12_v3_b3_26,6,2331,1
HE_I12_v3_b3_036.jpg,HE_I12_v3_b3_36,2,2341,3
HE_I12_v3_b3_041.jpg,HE_I12_v3_b3_41,4,2346,1
HE_I12_v3_b3_048.jpg,HE_I12_v3_b3_48,6,2353,1
HE_I12_v3_b3_057.jpg,HE_I12_v3_b3_57,6,2362,1
HE_I12_v3_b3_078.jpg,HE_I12_v3_b3_78,6,2383,1
HE_I12_v3_b3_094.jpg,HE_I12_v3_b3_94,6,2399,1
HE_I12_v3_b3_095.jpg,HE_I12_v3_b3_95,2,2400,1
HE_I12_v3_b3_106.jpg,HE_I12_v3_b3_106,6,2411,1
